"","title","year","volnum","issuenum","pagenum","primauth","tri_instance","st","ct","site","jstor","ststring","ctstring","comm","avoid","fulltri"
"543","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,564,"Marquardt","9GN57",9,"GN","57","http://www.jstor.org/stable/25766215","Georgia","Glynn","","","9GN57"
"544","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,564,"Marquardt","38CH45",38,"CH","45","http://www.jstor.org/stable/25766215","South Carolina","Charleston","","","38CH45"
"545","Bear's Journey and the Study of Ritual in Archaeology: Some Comments on Howey and O'Shea's Midewiwin Paper ",2009,74,1,189,"Mason","20MA11",20,"MA","11","","Michigan","Manistee","Originally 2 trinomials in 1","Low, should be included, disambiguate with a new data table entry and note original format in comments","20MA11"
"546","Bear's Journey and the Study of Ritual in Archaeology: Some Comments on Howey and O'Shea's Midewiwin Paper ",2009,74,1,189,"Mason","20MA12",20,"MA","12","","Michigan","Manistee","Originally 2 trinomials in 1","Low, should be included, disambiguate with a new data table entry and note original format in comments","20MA12"
"547","The Construction, Use, and Abandonment of Angel Site Mound A: Tracing the History of a Middle Mississippian Town Through Its Earthworks",2010,75,4,935,"Monaghan","12VG1",12,"VG","1","http://www.jstor.org/stable/25766238","Indiana","Vigo","","","12VG1"
"548","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8837",5,"MT","8837","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8837"
"549","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT4545",5,"MT","4545","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT4545"
"550","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2525",5,"MT","2525","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2525"
"551","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT9360",5,"MT","9360","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT9360"
"552","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT4684",5,"MT","4684","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT4684"
"553","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5DL1138",5,"DL","1138","http://www.jstor.org/stable/40035813","Colorado","Delta","","","5DL1138"
"554","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5DL121B",5,"DL","121B","http://www.jstor.org/stable/40035813","Colorado","Delta","","","5DL121B"
"555","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8899",5,"MT","8899","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8899"
"556","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5DL1091",5,"DL","1091","http://www.jstor.org/stable/40035813","Colorado","Delta","","","5DL1091"
"557","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8937",5,"MT","8937","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8937"
"558","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8822",5,"MT","8822","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8822"
"559","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5DL112",5,"DL","112","http://www.jstor.org/stable/40035813","Colorado","Delta","","","5DL112"
"560","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT4613",5,"MT","4613","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT4613"
"561","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT4644",5,"MT","4644","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT4644"
"562","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2193",5,"MT","2193","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2193"
"563","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2236",5,"MT","2236","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2236"
"564","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2108-2",5,"MT","21082","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT21082"
"565","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2181",5,"MT","2181","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2181"
"566","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8838",5,"MT","8838","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8838"
"567","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2830",5,"MT","2830","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2830"
"568","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT829",5,"MT","829","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT829"
"569","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2829",5,"MT","2829","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2829"
"570","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5DL1120",5,"DL","1120","http://www.jstor.org/stable/40035813","Colorado","Delta","","","5DL1120"
"571","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2831",5,"MT","2831","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2831"
"572","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2826",5,"MT","2826","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2826"
"573","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT4725",5,"MT","4725","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT4725"
"574","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2189",5,"MT","2189","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2189"
"575","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT23",5,"MT","23","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT23"
"576","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT3868",5,"MT","3868","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT3868"
"577","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT4477",5,"MT","4477","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT4477"
"578","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8371",5,"MT","8371","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8371"
"579","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT11555",5,"MT","11555","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT11555"
"580","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8836",5,"MT","8836","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8836"
"581","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8827",5,"MT","8827","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8827"
"582","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT1786",5,"MT","1786","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT1786"
"583","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2527",5,"MT","2527","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2527"
"584","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8839",5,"MT","8839","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8839"
"585","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2433",5,"MT","2433","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2433"
"586","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8829",5,"MT","8829","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8829"
"587","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8834",5,"MT","8834","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8834"
"588","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT7723",5,"MT","7723","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT7723"
"589","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2544",5,"MT","2544","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2544"
"590","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT11338",5,"MT","11338","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT11338"
"591","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT3807",5,"MT","3807","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT3807"
"592","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT8943",5,"MT","8943","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT8943"
"593","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT2148",5,"MT","2148","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT2148"
"594","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT7704",5,"MT","7704","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT7704"
"595","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT3778",5,"MT","3778","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT3778"
"596","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT10207",5,"MT","10207","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT10207"
"597","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT5152",5,"MT","5152","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT5152"
"598","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT10206",5,"MT","10206","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT10206"
"599","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman","5MT3892",5,"MT","3892","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT3892"
"600","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT3918",5,"MT","3918","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT3918"
"601","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT13091",5,"MT","13091","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT13091"
"602","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT3936",5,"MT","3936","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT3936"
"603","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT3930",5,"MT","3930","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT3930"
"604","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT10508",5,"MT","10508","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT10508"
"605","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT262",5,"MT","262","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT262"
"606","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT10459",5,"MT","10459","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT10459"
"607","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT5",5,"MT","5","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT5"
"608","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT3951",5,"MT","3951","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT3951"
"609","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT10246",5,"MT","10246","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT10246"
"610","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT1825",5,"MT","1825","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT1825"
"611","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT765",5,"MT","765","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT765"
"612","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman","5MT16788",5,"MT","16788","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT16788"
"613","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,259,"Ortman","5MT9169",5,"MT","9169","http://www.jstor.org/stable/40035813","Colorado","Montezuma","","","5MT9169"
"614","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,264,"Ortman","5MT5518",5,"MT","5518","http://www.jstor.org/stable/40035813 ","Colorado","Montezuma","","","5MT5518"
"615","Placing the Poverty Point Mounds in Their Temporal Context",2010,75,3,657,"Ortmann","16WC5",16,"WC","5","http://www.jstor.org/stable/25766219","Lousiana","West Carroll","","","16WC5"
"616","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,"Peacock","22LO538",22,"LO","538","http://www.jstor.org/stable/20622430","Mississippi","Lowndes","","","22LO538"
"617","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,"Peacock","22OK520",22,"OK","520","http://www.jstor.org/stable/20622430","Mississippi","Oktibbeha","","","22OK520"
"618","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,"Peacock","22OK578",22,"OK","578","http://www.jstor.org/stable/20622430","Mississippi","Oktibbeha","","","22OK578"
"619","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,"Peacock","22OK694",22,"OK","694","http://www.jstor.org/stable/20622430","Mississippi","Oktibbeha","","","22OK694"
"620","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,"Peacock","22HI500",22,"HI","500","http://www.jstor.org/stable/20622430","Mississippi","Hinds","","","22HI500"
"621","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,357,"Peacock","22GE512",22,"GE","512","http://www.jstor.org/stable/20622430","Mississippi","George","","","22GE512"
"622","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,362,"Peacock","22WS500",22,"WS","500","http://www.jstor.org/stable/20622430","Mississippi","Washington","","","22WS500"
"623","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,71,"Perttula","41RK214",41,"RK","214","http://www.jstor.org/stable/40035299","Texas","Rusk","","","41RK214"
"624","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41RR181",41,"RR","181","http://www.jstor.org/stable/40035299","Texas","Red River","","","41RR181"
"625","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41TT670",41,"TT","670","http://www.jstor.org/stable/40035299","Texas","Titus","","","41TT670"
"626","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41CS150",41,"CS","150","http://www.jstor.org/stable/40035299","Texas","Cass","","","41CS150"
"627","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41TT372",41,"TT","372","http://www.jstor.org/stable/40035299","Texas","Titus","","","41TT372"
"628","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41FK70",41,"FK","70","http://www.jstor.org/stable/40035299","Texas","Franklin","","","41FK70"
"629","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41TT110",41,"TT","110","http://www.jstor.org/stable/40035299","Texas","Titus","","","41TT110"
"630","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41TT650",41,"TT","650","http://www.jstor.org/stable/40035299","Texas","Titus","","","41TT650"
"631","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41UR21",41,"UR","21","http://www.jstor.org/stable/40035299","Texas","Upshur","","","41UR21"
"632","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41UR133",41,"UR","133","http://www.jstor.org/stable/40035299","Texas","Upshur","","","41UR133"
"633","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41UR9",41,"UR","9","http://www.jstor.org/stable/40035299","Texas","Upshur","","","41UR9"
"634","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41RA65",41,"RA","65","http://www.jstor.org/stable/40035299","Texas","Rains","","","41RA65"
"635","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41WD518",41,"WD","518","http://www.jstor.org/stable/40035299","Texas","Woodbury","","","41WD518"
"636","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41HS74",41,"HS","74","http://www.jstor.org/stable/40035299","Texas","Harrison","","","41HS74"
"637","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41PN14",41,"PN","14","http://www.jstor.org/stable/40035299","Texas","Panola","","","41PN14"
"638","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41CE42",41,"CE","42","http://www.jstor.org/stable/40035299","Texas","Cherokee","","","41CE42"
"639","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41CE289",41,"CE","289","http://www.jstor.org/stable/40035299","Texas","Cherokee","","","41CE289"
"640","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41NA20",41,NA,"20","http://www.jstor.org/stable/40035299","Texas","Nacogdoches","","","41NA20"
"641","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41SA123",41,"SA","123","http://www.jstor.org/stable/40035299","Texas","San Augustine","","","41SA123"
"642","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41SA89",41,"SA","89","http://www.jstor.org/stable/40035299","Texas","San Augustine","","","41SA89"
"643","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula","41FK7",41,"FK","7","http://www.jstor.org/stable/40035299","Texas","Franklin","","","41FK7"
"644","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,86,"Perttula","41RK215",41,"RK","215","http://www.jstor.org/stable/40035299","Texas","Rusk","","","41RK215"
"645","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,89,"Perttula","41RK4",41,"RK","4","http://www.jstor.org/stable/40035299","Texas","Rusk","","","41RK4"
"646","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula","41CE19",41,"CE","19","http://www.jstor.org/stable/23486392","Texas","Cherokee","","","41CE19"
"647","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula","41CS25",41,"CS","25","http://www.jstor.org/stable/23486392","Texas","Cass","","","41CS25"
"648","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula","41LR1",41,"LR","1","http://www.jstor.org/stable/23486392","Texas","Lamar","","","41LR1"
"649","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula","41CS8",41,"CS","8","http://www.jstor.org/stable/23486392","Texas","Camp","","","41CS8"
"650","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula","41DT6",41,"DT","6","http://www.jstor.org/stable/23486392","Texas","Delta","","","41DT6"
"651","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula","41HE46",41,"HE","46","http://www.jstor.org/stable/23486392","Texas","Henderson","","","41HE46"
"652","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,285,"Pinson","35LK1529",35,"LK","1529","http://www.jstor.org/stable/41331891","Oregon","Lake","","","35LK1529"
"653","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,289,"Pinson","35LK3147",35,"LK","3147","http://www.jstor.org/stable/41331891","Oregon","Lake","","","35LK3147"
"654","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,292,"Pinson","35LK3228",35,"LK","3228","http://www.jstor.org/stable/41331891","Oregon","Lake","","","35LK3228"
"655","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,293,"Pinson","35LK3226",35,"LK","3226","http://www.jstor.org/stable/41331891","Oregon","Lake","","","35LK3226"
"656","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,293,"Pinson","35LK3260",35,"LK","3260","http://www.jstor.org/stable/41331891","Oregon","Lake","","","35LK3260"
"657","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,293,"Pinson","35LK3148",35,"LK","3148","http://www.jstor.org/stable/41331891","Oregon","Lake","","","35LK3148"
"658","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,294,"Pinson","35LK3128",35,"LK","3128","http://www.jstor.org/stable/41331891","Oregon","Lake","","","35LK3128"
"659","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,297,"Pinson","35LK3227",35,"LK","3227","http://www.jstor.org/stable/41331891","Oregon","Lake","","","35LK3227"
"660","The Chaco Pilgrimage Model: Evaluating the Evidence from Pueblo Alto",2012,77,3,456,"Plog","29SJ 627",29,"SJ","627","http://www.jstor.org/stable/23486284","New Mexico","San Juan","","","29SJ627"
"661","The Chaco Pilgrimage Model: Evaluating the Evidence from Pueblo Alto",2012,77,3,467,"Plog","29SJ 629",29,"SJ","629","http://www.jstor.org/stable/23486284","New Mexico","San Juan","","","29SJ629"
"662","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,532,"Potter","5LP185",5,"LP","185","http://www.jstor.org/stable/41331906","Colorado","La Plata","","","5LP185"
"663","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter","5LP237",5,"LP","237","http://www.jstor.org/stable/41331906","Colorado","La Plata","","","5LP237"
"664","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter","5LP171",5,"LP","171","http://www.jstor.org/stable/41331906","Colorado","La Plata","","","5LP171"
"665","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter","5LP241",5,"LP","241","http://www.jstor.org/stable/41331906","Colorado","La Plata","","","5LP241"
"666","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter","5LP187",5,"LP","187","http://www.jstor.org/stable/41331906","Colorado","La Plata","","","5LP187"
"667","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter","5LP242",5,"LP","242","http://www.jstor.org/stable/41331906","Colorado","La Plata","","","5LP242"
