Title,Year ,Volume Number,Issue Number,Page Number,Primary Author's Last Name,Trinomial Instance,JSTOR LINK,State,County ,Comments,Avoid (H/M/L)
Long-Distance Logistic Mobility as an Organizing Principle among Northern Hunter-Gatherers: A Great Lakes Middle Holocene Settlement System,2005,70,4,673,Lovis,20SA596,http://www.jstor.org/stable/40035869,Michigan,Shiawassee,,
Long-Distance Logistic Mobility as an Organizing Principle among Northern Hunter-Gatherers: A Great Lakes Middle Holocene Settlement System,2005,70,4,673,Lovis,20IA305,http://www.jstor.org/stable/40035869,Michigan,Ionia,,
Long-Distance Logistic Mobility as an Organizing Principle among Northern Hunter-Gatherers: A Great Lakes Middle Holocene Settlement System,2005,70,4,673,Lovis,20SA664,http://www.jstor.org/stable/40035869,Michigan,Shiawassee,,
Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone,2012,77,3,598,Lovis,20DE17,http://www.jstor.org/stable/23486290,Michigan,Delta,,
Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone,2012,77,3,596,Lovis,20MK22,http://www.jstor.org/stable/23486290,Michigan,Muskegon,,
Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone,2012,77,3,596,Lovis,20AN24,http://www.jstor.org/stable/23486290,Michigan,Antrim,,
Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone,2012,77,3,596,Lovis,20AN22,http://www.jstor.org/stable/23486290,Michigan,Antrim,,
Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone,2012,77,3,596,Lovis,20EM4,http://www.jstor.org/stable/23486290,Michigan,Emmet,,
Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone,2012,77,3,597,Lovis,20CX23,http://www.jstor.org/stable/23486290,Michigan,Charlevoix,,
Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone,2012,77,3,600,Lovis,20ST1,http://www.jstor.org/stable/23486290,Michgan,Schoolcraft,,
Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone,2012,77,3,601,Lovis,20CX18,http://www.jstor.org/stable/23486290,Michigan,Charlevoix,,
Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone,2012,77,3,602,Lovis,20SA620,http://www.jstor.org/stable/23486290,Michigan,Shiawassee,,
Paleoindian Exploitation of Mammals in Eastern Washington State,2013,78,2,229,Lyman,45GR97,http://www.jstor.org/stable/23486316,Washington,Grant,,
Paleoindian Exploitation of Mammals in Eastern Washington State,2013,78,2,230,Lyman,45WT41,http://www.jstor.org/stable/23486316,Washington,Whitman,,
Paleoindian Exploitation of Mammals in Eastern Washington State,2013,78,2,232,Lyman,45KT1362,http://www.jstor.org/stable/23486316,Washington,Klikitat,,
Paleoindian Exploitation of Mammals in Eastern Washington State,2013,78,2,232,Lyman,45FR50,http://www.jstor.org/stable/23486316,Washington,Franklin,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,552,Marquardt,15BT5,http://www.jstor.org/stable/25766215,Kansas,Butler,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,553,Marquardt,8CR208,http://www.jstor.org/stable/25766215,Florida,Collier,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,553,Marquardt,8LL33,http://www.jstor.org/stable/25766215,Florida,Lee,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,554,Marquardt,15OH2,http://www.jstor.org/stable/25766215,Kentucky,Muhlenberg,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,555,Marquardt,8CH12,http://www.jstor.org/stable/25766215,Florida,Calhoun,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,557,Marquardt,8VO24,http://www.jstor.org/stable/25766215,Florida,Volusia,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,557,Marquardt,8VO214,http://www.jstor.org/stable/25766215,Florida,Volusia,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,560,Marquardt,8CR2,http://www.jstor.org/stable/25766215,Florida,Collier,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,561,Marquardt,8MO49,http://www.jstor.org/stable/25766215,Florida,Monroe,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,561,Marquardt,8MO82,http://www.jstor.org/stable/25766215,Florida,Monroe,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,561,Marquardt,8CR17,http://www.jstor.org/stable/25766215,Florida,Collier,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,562,Marquardt,8CR48,http://www.jstor.org/stable/25766215,Florida,Collier,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,564,Marquardt,9LI231,http://www.jstor.org/stable/25766215,Georgia,Liberty,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,564,Marquardt,9GN57,http://www.jstor.org/stable/25766215,Georgia,Glynn,,
"Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,564,Marquardt,38CH45,http://www.jstor.org/stable/25766215,South Carolina,Charleston,,
Bear's Journey and the Study of Ritual in Archaeology: Some Comments on Howey and O'Shea's Midewiwin Paper ,2009,74,1,189,Mason,20MA11,,Michigan,Manistee,Originally 2 trinomials in 1,"Low, should be included, disambiguate with a new data table entry and note original format in comments"
Bear's Journey and the Study of Ritual in Archaeology: Some Comments on Howey and O'Shea's Midewiwin Paper ,2009,74,1,189,Mason,20MA12,,Michigan,Manistee,Originally 2 trinomials in 1,"Low, should be included, disambiguate with a new data table entry and note original format in comments"
"The Construction, Use, and Abandonment of Angel Site Mound A: Tracing the History of a Middle Mississippian Town Through Its Earthworks",2010,75,4,935,Monaghan,12VG1,http://www.jstor.org/stable/25766238,Indiana,Vigo,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8837,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT4545,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2525,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT9360,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT4684,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5DL1138,http://www.jstor.org/stable/40035813,Colorado,Delta,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5DL121B,http://www.jstor.org/stable/40035813,Colorado,Delta,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8899,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5DL1091,http://www.jstor.org/stable/40035813,Colorado,Delta,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8937,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8822,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5DL112,http://www.jstor.org/stable/40035813,Colorado,Delta,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT4613,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT4644,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2193,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2236,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2108-2,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2181,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8838,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2830,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT829,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2829,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5DL1120,http://www.jstor.org/stable/40035813,Colorado,Delta,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2831,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2826,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT4725,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2189,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT23,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT3868,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT4477,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8371,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT11555,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8836,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8827,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT1786,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2527,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8839,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2433,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8829,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8834,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT7723,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2544,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT11338,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT3807,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT8943,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT2148,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT7704,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT3778,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT10207,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT5152,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT10206,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,248,Ortman,5MT3892,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT3918,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT13091,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT3936,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT3930,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT10508,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT262,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT10459,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT5,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT3951,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT10246,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT1825,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT765,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,249,Ortman,5MT16788,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,259,Ortman,5MT9169,http://www.jstor.org/stable/40035813,Colorado,Montezuma,,
Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region,2007,72,2,264,Ortman,5MT5518,http://www.jstor.org/stable/40035813 ,Colorado,Montezuma,,
Placing the Poverty Point Mounds in Their Temporal Context,2010,75,3,657,Ortmann,16WC5,http://www.jstor.org/stable/25766219,Lousiana,West Carroll,,
"Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,Peacock,22LO538,http://www.jstor.org/stable/20622430,Mississippi,Lowndes,,
"Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,Peacock,22OK520,http://www.jstor.org/stable/20622430,Mississippi,Oktibbeha,,
"Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,Peacock,22OK578,http://www.jstor.org/stable/20622430,Mississippi,Oktibbeha,,
"Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,Peacock,22OK694,http://www.jstor.org/stable/20622430,Mississippi,Oktibbeha,,
"Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,Peacock,22HI500,http://www.jstor.org/stable/20622430,Mississippi,Hinds,,
"Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,357,Peacock,22GE512,http://www.jstor.org/stable/20622430,Mississippi,George,,
"Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,362,Peacock,22WS500,http://www.jstor.org/stable/20622430,Mississippi,Washington,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,71,Perttula,41RK214,http://www.jstor.org/stable/40035299,Texas,Rusk,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41RR181,http://www.jstor.org/stable/40035299,Texas,Red River,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41TT670,http://www.jstor.org/stable/40035299,Texas,Titus,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41CS150,http://www.jstor.org/stable/40035299,Texas,Cass,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41TT372,http://www.jstor.org/stable/40035299,Texas,Titus,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41FK70,http://www.jstor.org/stable/40035299,Texas,Franklin,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41TT110,http://www.jstor.org/stable/40035299,Texas,Titus,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41TT650,http://www.jstor.org/stable/40035299,Texas,Titus,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41UR21,http://www.jstor.org/stable/40035299,Texas,Upshur,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41UR133,http://www.jstor.org/stable/40035299,Texas,Upshur,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41UR9,http://www.jstor.org/stable/40035299,Texas,Upshur,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41RA65,http://www.jstor.org/stable/40035299,Texas,Rains,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41WD518,http://www.jstor.org/stable/40035299,Texas,Woodbury,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41HS74,http://www.jstor.org/stable/40035299,Texas,Harrison,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41PN14,http://www.jstor.org/stable/40035299,Texas,Panola,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41CE42,http://www.jstor.org/stable/40035299,Texas,Cherokee,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41CE289,http://www.jstor.org/stable/40035299,Texas,Cherokee,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41NA20,http://www.jstor.org/stable/40035299,Texas,Nacogdoches,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41SA123,http://www.jstor.org/stable/40035299,Texas,San Augustine,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41SA89,http://www.jstor.org/stable/40035299,Texas,San Augustine,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,Perttula,41FK7,http://www.jstor.org/stable/40035299,Texas,Franklin,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,86,Perttula,41RK215,http://www.jstor.org/stable/40035299,Texas,Rusk,,
"The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,89,Perttula,41RK4,http://www.jstor.org/stable/40035299,Texas,Rusk,,
Caddo Populations in Northeast Texas: A Response to Taylor and Creel,2013,78,1,195,Perttula,41CE19,http://www.jstor.org/stable/23486392,Texas,Cherokee,,
Caddo Populations in Northeast Texas: A Response to Taylor and Creel,2013,78,1,195,Perttula,41CS25,http://www.jstor.org/stable/23486392,Texas,Cass,,
Caddo Populations in Northeast Texas: A Response to Taylor and Creel,2013,78,1,195,Perttula,41LR1,http://www.jstor.org/stable/23486392,Texas,Lamar,,
Caddo Populations in Northeast Texas: A Response to Taylor and Creel,2013,78,1,195,Perttula,41CS8,http://www.jstor.org/stable/23486392,Texas,Camp,,
Caddo Populations in Northeast Texas: A Response to Taylor and Creel,2013,78,1,195,Perttula,41DT6,http://www.jstor.org/stable/23486392,Texas,Delta,,
Caddo Populations in Northeast Texas: A Response to Taylor and Creel,2013,78,1,195,Perttula,41HE46,http://www.jstor.org/stable/23486392,Texas,Henderson,,
"The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,285,Pinson,35LK1529,http://www.jstor.org/stable/41331891,Oregon,Lake,,
"The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,289,Pinson,35LK3147,http://www.jstor.org/stable/41331891,Oregon,Lake,,
"The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,292,Pinson,35LK3228,http://www.jstor.org/stable/41331891,Oregon,Lake,,
"The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,293,Pinson,35LK3226,http://www.jstor.org/stable/41331891,Oregon,Lake,,
"The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,293,Pinson,35LK3260,http://www.jstor.org/stable/41331891,Oregon,Lake,,
"The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,293,Pinson,35LK3148,http://www.jstor.org/stable/41331891,Oregon,Lake,,
"The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,294,Pinson,35LK3128,http://www.jstor.org/stable/41331891,Oregon,Lake,,
"The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,297,Pinson,35LK3227,http://www.jstor.org/stable/41331891,Oregon,Lake,,
The Chaco Pilgrimage Model: Evaluating the Evidence from Pueblo Alto,2012,77,3,456,Plog,29SJ 627,http://www.jstor.org/stable/23486284,New Mexico,San Juan,,
The Chaco Pilgrimage Model: Evaluating the Evidence from Pueblo Alto,2012,77,3,467,Plog,29SJ 629,http://www.jstor.org/stable/23486284,New Mexico,San Juan,,
Mortuary Features and Identity Construction in an Early Village Community in the American Southwest,2011,76,3,532,Potter,5LP185,http://www.jstor.org/stable/41331906,Colorado,La Plata,,
Mortuary Features and Identity Construction in an Early Village Community in the American Southwest,2011,76,3,533,Potter,5LP237,http://www.jstor.org/stable/41331906,Colorado,La Plata,,
