"","title","year","volnum","issuenum","pagenum","primauth","st","ct","site","jstor","ststring","ctstring","comm","avoid"
"521","Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone",2012,77,3,596,"Lovis",20,"EM","4","http://www.jstor.org/stable/23486290","Michigan","Emmet","",""
"522","Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone",2012,77,3,597,"Lovis",20,"CX","23","http://www.jstor.org/stable/23486290","Michigan","Charlevoix","",""
"523","Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone",2012,77,3,600,"Lovis",20,"ST","1","http://www.jstor.org/stable/23486290","Michgan","Schoolcraft","",""
"524","Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone",2012,77,3,601,"Lovis",20,"CX","18","http://www.jstor.org/stable/23486290","Michigan","Charlevoix","",""
"525","Differential Temporal and Spatial Preservation of Archaeological Sites in a Great Lakes Coastal Zone",2012,77,3,602,"Lovis",20,"SA","620","http://www.jstor.org/stable/23486290","Michigan","Shiawassee","",""
"526","Paleoindian Exploitation of Mammals in Eastern Washington State",2013,78,2,229,"Lyman",45,"GR","97","http://www.jstor.org/stable/23486316","Washington","Grant","",""
"527","Paleoindian Exploitation of Mammals in Eastern Washington State",2013,78,2,230,"Lyman",45,"WT","41","http://www.jstor.org/stable/23486316","Washington","Whitman","",""
"528","Paleoindian Exploitation of Mammals in Eastern Washington State",2013,78,2,232,"Lyman",45,"KT","1362","http://www.jstor.org/stable/23486316","Washington","Klikitat","",""
"529","Paleoindian Exploitation of Mammals in Eastern Washington State",2013,78,2,232,"Lyman",45,"FR","50","http://www.jstor.org/stable/23486316","Washington","Franklin","",""
"530","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,552,"Marquardt",15,"BT","5","http://www.jstor.org/stable/25766215","Kansas","Butler","",""
"531","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,553,"Marquardt",8,"CR","208","http://www.jstor.org/stable/25766215","Florida","Collier","",""
"532","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,553,"Marquardt",8,"LL","33","http://www.jstor.org/stable/25766215","Florida","Lee","",""
"533","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,554,"Marquardt",15,"OH","2","http://www.jstor.org/stable/25766215","Kentucky","Muhlenberg","",""
"534","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,555,"Marquardt",8,"CH","12","http://www.jstor.org/stable/25766215","Florida","Calhoun","",""
"535","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,557,"Marquardt",8,"VO","24","http://www.jstor.org/stable/25766215","Florida","Volusia","",""
"536","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,557,"Marquardt",8,"VO","214","http://www.jstor.org/stable/25766215","Florida","Volusia","",""
"537","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,560,"Marquardt",8,"CR","2","http://www.jstor.org/stable/25766215","Florida","Collier","",""
"538","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,561,"Marquardt",8,"MO","49","http://www.jstor.org/stable/25766215","Florida","Monroe","",""
"539","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,561,"Marquardt",8,"MO","82","http://www.jstor.org/stable/25766215","Florida","Monroe","",""
"540","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,561,"Marquardt",8,"CR","17","http://www.jstor.org/stable/25766215","Florida","Collier","",""
"541","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,562,"Marquardt",8,"CR","48","http://www.jstor.org/stable/25766215","Florida","Collier","",""
"542","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,564,"Marquardt",9,"LI","231","http://www.jstor.org/stable/25766215","Georgia","Liberty","",""
"543","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,564,"Marquardt",9,"GN","57","http://www.jstor.org/stable/25766215","Georgia","Glynn","",""
"544","Shell Mounds in the Southeast: Middens, Monuments, Temple Mounds, Rings, or Works?",2010,75,3,564,"Marquardt",38,"CH","45","http://www.jstor.org/stable/25766215","South Carolina","Charleston","",""
"545","Bear's Journey and the Study of Ritual in Archaeology: Some Comments on Howey and O'Shea's Midewiwin Paper ",2009,74,1,189,"Mason",20,"MA","11","","Michigan","Manistee","Originally 2 trinomials in 1","Low, should be included, disambiguate with a new data table entry and note original format in comments"
"546","Bear's Journey and the Study of Ritual in Archaeology: Some Comments on Howey and O'Shea's Midewiwin Paper ",2009,74,1,189,"Mason",20,"MA","12","","Michigan","Manistee","Originally 2 trinomials in 1","Low, should be included, disambiguate with a new data table entry and note original format in comments"
"547","The Construction, Use, and Abandonment of Angel Site Mound A: Tracing the History of a Middle Mississippian Town Through Its Earthworks",2010,75,4,935,"Monaghan",12,"VG","1","http://www.jstor.org/stable/25766238","Indiana","Vigo","",""
"548","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8837","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"549","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","4545","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"550","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2525","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"551","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","9360","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"552","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","4684","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"553","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"DL","1138","http://www.jstor.org/stable/40035813","Colorado","Delta","",""
"554","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"DL","121B","http://www.jstor.org/stable/40035813","Colorado","Delta","",""
"555","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8899","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"556","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"DL","1091","http://www.jstor.org/stable/40035813","Colorado","Delta","",""
"557","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8937","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"558","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8822","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"559","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"DL","112","http://www.jstor.org/stable/40035813","Colorado","Delta","",""
"560","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","4613","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"561","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","4644","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"562","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2193","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"563","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2236","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"564","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","21082","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"565","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2181","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"566","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8838","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"567","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2830","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"568","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","829","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"569","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2829","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"570","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"DL","1120","http://www.jstor.org/stable/40035813","Colorado","Delta","",""
"571","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2831","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"572","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2826","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"573","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","4725","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"574","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2189","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"575","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","23","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"576","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","3868","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"577","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","4477","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"578","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8371","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"579","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","11555","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"580","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8836","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"581","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8827","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"582","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","1786","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"583","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2527","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"584","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8839","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"585","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2433","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"586","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8829","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"587","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8834","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"588","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","7723","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"589","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2544","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"590","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","11338","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"591","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","3807","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"592","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","8943","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"593","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","2148","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"594","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","7704","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"595","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","3778","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"596","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","10207","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"597","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","5152","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"598","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","10206","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"599","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,248,"Ortman",5,"MT","3892","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"600","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","3918","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"601","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","13091","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"602","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","3936","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"603","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","3930","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"604","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","10508","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"605","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","262","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"606","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","10459","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"607","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","5","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"608","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","3951","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"609","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","10246","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"610","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","1825","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"611","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","765","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"612","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,249,"Ortman",5,"MT","16788","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"613","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,259,"Ortman",5,"MT","9169","http://www.jstor.org/stable/40035813","Colorado","Montezuma","",""
"614","Empirical Bayesian Methods for Archaeological Survey Data: An Application from the Mesa Verde Region",2007,72,2,264,"Ortman",5,"MT","5518","http://www.jstor.org/stable/40035813 ","Colorado","Montezuma","",""
"615","Placing the Poverty Point Mounds in Their Temporal Context",2010,75,3,657,"Ortmann",16,"WC","5","http://www.jstor.org/stable/25766219","Lousiana","West Carroll","",""
"616","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,"Peacock",22,"LO","538","http://www.jstor.org/stable/20622430","Mississippi","Lowndes","",""
"617","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,"Peacock",22,"OK","520","http://www.jstor.org/stable/20622430","Mississippi","Oktibbeha","",""
"618","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,"Peacock",22,"OK","578","http://www.jstor.org/stable/20622430","Mississippi","Oktibbeha","",""
"619","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,"Peacock",22,"OK","694","http://www.jstor.org/stable/20622430","Mississippi","Oktibbeha","",""
"620","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,356,"Peacock",22,"HI","500","http://www.jstor.org/stable/20622430","Mississippi","Hinds","",""
"621","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,357,"Peacock",22,"GE","512","http://www.jstor.org/stable/20622430","Mississippi","George","",""
"622","Accelerator Mass Spectrometry Radiocarbon Dating of Temper in Shell-Tempered Ceramics: Test Cases from Mississippi, Southeastern United States",2009,74,2,362,"Peacock",22,"WS","500","http://www.jstor.org/stable/20622430","Mississippi","Washington","",""
"623","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,71,"Perttula",41,"RK","214","http://www.jstor.org/stable/40035299","Texas","Rusk","",""
"624","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"RR","181","http://www.jstor.org/stable/40035299","Texas","Red River","",""
"625","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"TT","670","http://www.jstor.org/stable/40035299","Texas","Titus","",""
"626","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"CS","150","http://www.jstor.org/stable/40035299","Texas","Cass","",""
"627","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"TT","372","http://www.jstor.org/stable/40035299","Texas","Titus","",""
"628","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"FK","70","http://www.jstor.org/stable/40035299","Texas","Franklin","",""
"629","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"TT","110","http://www.jstor.org/stable/40035299","Texas","Titus","",""
"630","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"TT","650","http://www.jstor.org/stable/40035299","Texas","Titus","",""
"631","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"UR","21","http://www.jstor.org/stable/40035299","Texas","Upshur","",""
"632","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"UR","133","http://www.jstor.org/stable/40035299","Texas","Upshur","",""
"633","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"UR","9","http://www.jstor.org/stable/40035299","Texas","Upshur","",""
"634","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"RA","65","http://www.jstor.org/stable/40035299","Texas","Rains","",""
"635","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"WD","518","http://www.jstor.org/stable/40035299","Texas","Woodbury","",""
"636","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"HS","74","http://www.jstor.org/stable/40035299","Texas","Harrison","",""
"637","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"PN","14","http://www.jstor.org/stable/40035299","Texas","Panola","",""
"638","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"CE","42","http://www.jstor.org/stable/40035299","Texas","Cherokee","",""
"639","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"CE","289","http://www.jstor.org/stable/40035299","Texas","Cherokee","",""
"641","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"SA","123","http://www.jstor.org/stable/40035299","Texas","San Augustine","",""
"642","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"SA","89","http://www.jstor.org/stable/40035299","Texas","San Augustine","",""
"643","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,72,"Perttula",41,"FK","7","http://www.jstor.org/stable/40035299","Texas","Franklin","",""
"644","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,86,"Perttula",41,"RK","215","http://www.jstor.org/stable/40035299","Texas","Rusk","",""
"645","The Evolution of a Caddo Community in Northeastern Texas: The Oak Hill Village Site (41RK214), Rusk County, Texas",2007,72,1,89,"Perttula",41,"RK","4","http://www.jstor.org/stable/40035299","Texas","Rusk","",""
"646","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula",41,"CE","19","http://www.jstor.org/stable/23486392","Texas","Cherokee","",""
"647","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula",41,"CS","25","http://www.jstor.org/stable/23486392","Texas","Cass","",""
"648","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula",41,"LR","1","http://www.jstor.org/stable/23486392","Texas","Lamar","",""
"649","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula",41,"CS","8","http://www.jstor.org/stable/23486392","Texas","Camp","",""
"650","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula",41,"DT","6","http://www.jstor.org/stable/23486392","Texas","Delta","",""
"651","Caddo Populations in Northeast Texas: A Response to Taylor and Creel",2013,78,1,195,"Perttula",41,"HE","46","http://www.jstor.org/stable/23486392","Texas","Henderson","",""
"652","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,285,"Pinson",35,"LK","1529","http://www.jstor.org/stable/41331891","Oregon","Lake","",""
"653","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,289,"Pinson",35,"LK","3147","http://www.jstor.org/stable/41331891","Oregon","Lake","",""
"654","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,292,"Pinson",35,"LK","3228","http://www.jstor.org/stable/41331891","Oregon","Lake","",""
"655","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,293,"Pinson",35,"LK","3226","http://www.jstor.org/stable/41331891","Oregon","Lake","",""
"656","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,293,"Pinson",35,"LK","3260","http://www.jstor.org/stable/41331891","Oregon","Lake","",""
"657","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,293,"Pinson",35,"LK","3148","http://www.jstor.org/stable/41331891","Oregon","Lake","",""
"658","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,294,"Pinson",35,"LK","3128","http://www.jstor.org/stable/41331891","Oregon","Lake","",""
"659","The Clovis Occupation of the Dietz Site (35lk1529), Lake County, Oregon, and Its Bearing on the Adaptive Diversity of Clovis Foragers",2011,76,2,297,"Pinson",35,"LK","3227","http://www.jstor.org/stable/41331891","Oregon","Lake","",""
"660","The Chaco Pilgrimage Model: Evaluating the Evidence from Pueblo Alto",2012,77,3,456,"Plog",29,"SJ","627","http://www.jstor.org/stable/23486284","New Mexico","San Juan","",""
